,term,score,pval
101,irregular,3.788288288288288,0.051612403993473596
102,itchy,0.43243243243243246,0.5107977981738965
103,likely,0.43243243243243246,0.5107977981738965
104,lucky,2.3125000000000004,0.12833749054331364
105,major,0.04964339339339338,0.8236849614493256
106,manageable,0.43243243243243246,0.5107977981738965
107,manic,0.8648648648648649,0.3523808651090832
108,messy,0.43243243243243246,0.5107977981738965
109,minor,0.8400096525096528,0.3593940102128549
110,miserable,0.051097972972972985,0.8211636152316266
111,moderate,0.37246621621621623,0.5416630284574513
112,moody,4.625000000000001,0.03150926130367255
113,mysterious,0.43243243243243246,0.5107977981738965
114,nasty,0.7449324324324325,0.38808541087394477
115,nauseated,1.2972972972972976,0.2547074940910403
116,nauseous,3.811233108108108,0.05090995762359148
117,negative,0.00033783783783783455,0.9853354158170887
118,nice,1.2972972972972976,0.2547074940910403
119,normal,0.08875921375921368,0.7657605243307695
120,noticeable,0.7449324324324325,0.38808541087394477
121,numbing,0.43243243243243246,0.5107977981738965
122,odd,0.8648648648648649,0.3523808651090832
123,optimistic,0.43243243243243246,0.5107977981738965
124,painful,0.15329391891891908,0.6954072376337541
125,perfect,0.43243243243243246,0.5107977981738965
126,pleasant,0.43243243243243246,0.5107977981738965
127,pleased,0.8648648648648649,0.3523808651090832
128,poor,0.7449324324324325,0.38808541087394477
129,positive,0.00033783783783783455,0.9853354158170887
130,possible,1.3518711018711023,0.2449512744591167
131,potty,0.43243243243243246,0.5107977981738965
132,preferable,2.3125000000000004,0.12833749054331364
133,prepared,2.3125000000000004,0.12833749054331364
134,primary,0.43243243243243246,0.5107977981738965
135,proper,0.43243243243243246,0.5107977981738965
136,quiet,0.43243243243243246,0.5107977981738965
137,reasonable,2.3125000000000004,0.12833749054331364
138,relieved,0.43243243243243246,0.5107977981738965
139,restless,0.43243243243243246,0.5107977981738965
140,ridiculous,0.014076576576576549,0.9055568107673926
141,sad,2.108445945945946,0.1464880148692421
142,scary,0.43243243243243246,0.5107977981738965
143,secondary,0.43243243243243246,0.5107977981738965
144,selective,0.43243243243243246,0.5107977981738965
145,several,0.20282335907335897,0.6524514989241739
146,severe,0.1836075205640424,0.668291150543593
147,sexy,2.3125000000000004,0.12833749054331364
148,sick,0.5330598455598454,0.4653232701229085
149,similar,1.7297297297297298,0.18844541724270242
150,sincere,0.43243243243243246,0.5107977981738965
151,smart,2.3125000000000004,0.12833749054331364
152,solid,0.43243243243243246,0.5107977981738965
153,sterile,0.43243243243243246,0.5107977981738965
154,strict,0.37246621621621623,0.5416630284574513
155,strong,0.520551801801802,0.4706063939405205
156,stupid,0.37246621621621623,0.5416630284574513
157,subtle,2.3125000000000004,0.12833749054331364
158,successful,2.3125000000000004,0.12833749054331364
159,sudden,1.2972972972972976,0.2547074940910403
160,suicidal,6.9375,0.008440700375059996
161,super,1.7297297297297298,0.18844541724270242
162,sure,0.9966920045045051,0.31811227204642195
163,surprising,0.43243243243243246,0.5107977981738965
164,swollen,0.8648648648648649,0.3523808651090832
165,terrible,0.08828828828828834,0.7663646260365058
166,thankful,0.8648648648648649,0.3523808651090832
167,tough,4.625000000000001,0.03150926130367255
168,tried,1.7297297297297298,0.18844541724270242
169,true,1.2972972972972976,0.2547074940910403
170,ulcerative,0.43243243243243246,0.5107977981738965
171,unable,0.051097972972972985,0.8211636152316266
172,unbearable,1.7297297297297298,0.18844541724270242
173,uncomfortable,0.49256756756756753,0.4827842015207876
174,uncontrollable,4.625000000000001,0.03150926130367255
175,unfocused,0.43243243243243246,0.5107977981738965
176,unfortunate,0.43243243243243246,0.5107977981738965
177,unhappy,1.894144144144144,0.16873524285558483
178,unlucky,0.8648648648648649,0.3523808651090832
179,unrelenting,0.014076576576576549,0.9055568107673926
180,untreated,0.8648648648648649,0.3523808651090832
181,unusual,0.37246621621621623,0.5416630284574513
182,unwell,2.3125000000000004,0.12833749054331364
183,upset,0.014076576576576549,0.9055568107673926
184,vicious,0.43243243243243246,0.5107977981738965
185,vivid,1.894144144144144,0.16873524285558483
186,vulnerable,2.3125000000000004,0.12833749054331364
187,warm,0.43243243243243246,0.5107977981738965
188,weepy,2.3125000000000004,0.12833749054331364
189,weird,0.014076576576576549,0.9055568107673926
190,willing,0.051097972972972985,0.8211636152316266
191,wonderful,0.8648648648648649,0.3523808651090832
192,worried,0.8648648648648649,0.3523808651090832
193,worst,2.3125000000000004,0.12833749054331364
194,wrong,2.3125000000000004,0.12833749054331364
