,term,score,pval
80,clear head,2.3125000000000004,0.12833749054331364
81,clear product,2.3125000000000004,0.12833749054331364
82,clear system,2.3125000000000004,0.12833749054331364
83,color good,0.43243243243243246,0.5107977981738965
84,color good thing,0.43243243243243246,0.5107977981738965
85,combo promising,0.43243243243243246,0.5107977981738965
86,combo promising relief,0.43243243243243246,0.5107977981738965
87,comparable experience,0.43243243243243246,0.5107977981738965
88,complaints better,0.43243243243243246,0.5107977981738965
89,complaints better anything,0.43243243243243246,0.5107977981738965
90,control different,0.43243243243243246,0.5107977981738965
91,control different body,0.43243243243243246,0.5107977981738965
92,control easy,0.43243243243243246,0.5107977981738965
93,control easy remember,0.43243243243243246,0.5107977981738965
94,correct dosage,0.43243243243243246,0.5107977981738965
95,couldn 039,2.3125000000000004,0.12833749054331364
96,day beautiful,0.43243243243243246,0.5107977981738965
97,day beautiful day,0.43243243243243246,0.5107977981738965
98,day potty,0.43243243243243246,0.5107977981738965
99,day potty time,0.43243243243243246,0.5107977981738965
100,day solid,0.43243243243243246,0.5107977981738965
101,day solid nothing,0.43243243243243246,0.5107977981738965
102,desirable man,0.43243243243243246,0.5107977981738965
103,difference better,0.43243243243243246,0.5107977981738965
104,difference better body,0.43243243243243246,0.5107977981738965
105,different alternatives,0.43243243243243246,0.5107977981738965
106,different antidepressant,0.43243243243243246,0.5107977981738965
107,different antidepressant good,0.43243243243243246,0.5107977981738965
108,different antidepressants,0.43243243243243246,0.5107977981738965
109,different approach,0.43243243243243246,0.5107977981738965
110,different bodies,0.43243243243243246,0.5107977981738965
111,different bodies different,0.43243243243243246,0.5107977981738965
112,different body,0.37246621621621623,0.5416630284574513
113,different brand,0.43243243243243246,0.5107977981738965
114,different brands,2.3125000000000004,0.12833749054331364
115,different doctors,2.3125000000000004,0.12833749054331364
116,different dosage,0.43243243243243246,0.5107977981738965
117,different dosage different,0.43243243243243246,0.5107977981738965
118,different drive,2.3125000000000004,0.12833749054331364
119,different effects,0.8648648648648649,0.3523808651090832
120,different environments,0.43243243243243246,0.5107977981738965
121,different environments positive,0.43243243243243246,0.5107977981738965
122,different everybody,2.3125000000000004,0.12833749054331364
123,different everyone,0.43243243243243246,0.5107977981738965
124,different experience,2.3125000000000004,0.12833749054331364
125,different hormones,0.43243243243243246,0.5107977981738965
126,different hormones different,0.43243243243243246,0.5107977981738965
127,different mediations,0.43243243243243246,0.5107977981738965
128,different medication,0.8648648648648649,0.3523808651090832
129,different medication different,0.43243243243243246,0.5107977981738965
130,different medications,0.22837837837837843,0.6327288520090071
131,different medications best,0.43243243243243246,0.5107977981738965
132,different medications different,2.3125000000000004,0.12833749054331364
133,different name,0.43243243243243246,0.5107977981738965
134,different pain,0.43243243243243246,0.5107977981738965
135,different people,0.43243243243243246,0.5107977981738965
136,different peoples,0.43243243243243246,0.5107977981738965
137,different peoples different,0.43243243243243246,0.5107977981738965
138,different person,0.43243243243243246,0.5107977981738965
139,different pill,0.43243243243243246,0.5107977981738965
140,different pills,2.3125000000000004,0.12833749054331364
141,different prescriptions,0.43243243243243246,0.5107977981738965
142,different prescriptions best,0.43243243243243246,0.5107977981738965
143,different reactions,0.8648648648648649,0.3523808651090832
144,different reactions different,0.43243243243243246,0.5107977981738965
145,different reviews,0.43243243243243246,0.5107977981738965
146,different reviews clear,0.43243243243243246,0.5107977981738965
147,different route,2.3125000000000004,0.12833749054331364
148,different route quot,2.3125000000000004,0.12833749054331364
149,different something,1.2972972972972976,0.2547074940910403
150,different something best,0.43243243243243246,0.5107977981738965
151,different source,2.3125000000000004,0.12833749054331364
152,different story,0.43243243243243246,0.5107977981738965
153,different symptoms,2.3125000000000004,0.12833749054331364
154,different woman,0.43243243243243246,0.5107977981738965
155,don 039,2.3125000000000004,0.12833749054331364
156,dosage different,0.43243243243243246,0.5107977981738965
157,dosage different antidepressant,0.43243243243243246,0.5107977981738965
158,dose different,0.43243243243243246,0.5107977981738965
159,dose different name,0.43243243243243246,0.5107977981738965
160,double dose,0.43243243243243246,0.5107977981738965
161,double dose different,0.43243243243243246,0.5107977981738965
162,double help,2.3125000000000004,0.12833749054331364
163,double tablet,2.3125000000000004,0.12833749054331364
164,double tablet frank,2.3125000000000004,0.12833749054331364
165,dramatic turnaround,0.43243243243243246,0.5107977981738965
166,dream major,2.3125000000000004,0.12833749054331364
167,dream major work,2.3125000000000004,0.12833749054331364
168,dreams major,2.3125000000000004,0.12833749054331364
169,dreams major nothing,2.3125000000000004,0.12833749054331364
170,drug good,0.43243243243243246,0.5107977981738965
171,drug good nights,0.43243243243243246,0.5107977981738965
172,drug major,0.43243243243243246,0.5107977981738965
173,drug major vertigo,0.43243243243243246,0.5107977981738965
174,drugs different,0.43243243243243246,0.5107977981738965
175,drugs different medications,0.43243243243243246,0.5107977981738965
176,dull areas,2.3125000000000004,0.12833749054331364
177,easier deal,0.43243243243243246,0.5107977981738965
178,easier patch,2.3125000000000004,0.12833749054331364
179,easy can,0.43243243243243246,0.5107977981738965
180,easy can 039,0.43243243243243246,0.5107977981738965
181,easy process,0.43243243243243246,0.5107977981738965
182,easy pros,2.3125000000000004,0.12833749054331364
183,easy pros different,2.3125000000000004,0.12833749054331364
184,easy remember,0.43243243243243246,0.5107977981738965
185,easy take,4.625000000000001,0.03150926130367255
186,easy use,0.43243243243243246,0.5107977981738965
187,effect different,0.43243243243243246,0.5107977981738965
188,effect different approach,0.43243243243243246,0.5107977981738965
189,effects good,0.43243243243243246,0.5107977981738965
190,effects good month,0.43243243243243246,0.5107977981738965
191,effects plain,0.43243243243243246,0.5107977981738965
192,effects plain sailing,0.43243243243243246,0.5107977981738965
193,environments positive,0.43243243243243246,0.5107977981738965
194,environments positive effects,0.43243243243243246,0.5107977981738965
195,evils nice,0.43243243243243246,0.5107977981738965
196,evils nice relocate,0.43243243243243246,0.5107977981738965
197,exhausted breath,2.3125000000000004,0.12833749054331364
198,experience good,0.43243243243243246,0.5107977981738965
199,fair chance,0.43243243243243246,0.5107977981738965
200,feeling lovely,0.43243243243243246,0.5107977981738965
201,feeling lovely situation,0.43243243243243246,0.5107977981738965
202,fit vegan,2.3125000000000004,0.12833749054331364
203,flat emotions,0.43243243243243246,0.5107977981738965
204,frank doctor,2.3125000000000004,0.12833749054331364
205,functional person,0.43243243243243246,0.5107977981738965
206,functional person best,0.43243243243243246,0.5107977981738965
207,gain healthy,2.3125000000000004,0.12833749054331364
208,gain healthy diet,2.3125000000000004,0.12833749054331364
209,gambling willing,0.43243243243243246,0.5107977981738965
210,gambling willing effects,0.43243243243243246,0.5107977981738965
211,good anxiety,0.43243243243243246,0.5107977981738965
212,good blood,0.43243243243243246,0.5107977981738965
213,good caffeine,0.43243243243243246,0.5107977981738965
214,good control,0.43243243243243246,0.5107977981738965
215,good control easy,0.43243243243243246,0.5107977981738965
216,good cramping,0.43243243243243246,0.5107977981738965
217,good days,2.3125000000000004,0.12833749054331364
218,good diet,2.3125000000000004,0.12833749054331364
219,good drug,0.8648648648648649,0.3523808651090832
220,good drug good,0.43243243243243246,0.5107977981738965
221,good drug major,0.43243243243243246,0.5107977981738965
222,good experience,0.43243243243243246,0.5107977981738965
223,good experience good,0.43243243243243246,0.5107977981738965
224,good health,0.43243243243243246,0.5107977981738965
225,good health healthy,0.43243243243243246,0.5107977981738965
226,good hypertension,0.43243243243243246,0.5107977981738965
227,good hypertension better,0.43243243243243246,0.5107977981738965
228,good idea,0.014076576576576549,0.9055568107673926
229,good idea good,0.43243243243243246,0.5107977981738965
230,good idea possible,0.43243243243243246,0.5107977981738965
231,good killers,0.43243243243243246,0.5107977981738965
232,good levels,2.3125000000000004,0.12833749054331364
233,good luck,0.520551801801802,0.4706063939405205
234,good mom,2.3125000000000004,0.12833749054331364
235,good money,0.43243243243243246,0.5107977981738965
236,good month,0.43243243243243246,0.5107977981738965
237,good months,0.43243243243243246,0.5107977981738965
238,good months optimistic,0.43243243243243246,0.5107977981738965
239,good nights,0.43243243243243246,0.5107977981738965
240,good pain,0.43243243243243246,0.5107977981738965
241,good pill,0.43243243243243246,0.5107977981738965
242,good pill different,0.43243243243243246,0.5107977981738965
243,good poop,0.43243243243243246,0.5107977981738965
244,good pregnancy,2.3125000000000004,0.12833749054331364
245,good pregnancy different,2.3125000000000004,0.12833749054331364
246,good products,0.43243243243243246,0.5107977981738965
247,good results,0.43243243243243246,0.5107977981738965
248,good sex,0.43243243243243246,0.5107977981738965
249,good stomach,0.43243243243243246,0.5107977981738965
250,good term,2.3125000000000004,0.12833749054331364
251,good thing,1.1173986486486482,0.2904792824473311
252,good thing good,0.43243243243243246,0.5107977981738965
253,good thing positive,0.37246621621621623,0.5416630284574513
254,good thing willing,0.43243243243243246,0.5107977981738965
255,good things,0.37246621621621623,0.5416630284574513
256,good things good,0.37246621621621623,0.5416630284574513
257,good way,1.894144144144144,0.16873524285558483
258,good week,0.43243243243243246,0.5107977981738965
259,good weeks,2.3125000000000004,0.12833749054331364
260,good years,0.43243243243243246,0.5107977981738965
261,grateful use,0.43243243243243246,0.5107977981738965
262,guy amazing,0.43243243243243246,0.5107977981738965
263,guy amazing results,0.43243243243243246,0.5107977981738965
264,happier couldn,2.3125000000000004,0.12833749054331364
265,happier couldn 039,2.3125000000000004,0.12833749054331364
266,happier mind,0.43243243243243246,0.5107977981738965
267,happier tasks,0.43243243243243246,0.5107977981738965
268,happy 039,0.43243243243243246,0.5107977981738965
269,happy help,0.43243243243243246,0.5107977981738965
270,happy migraine,0.43243243243243246,0.5107977981738965
271,happy one,0.43243243243243246,0.5107977981738965
272,happy one healthy,0.43243243243243246,0.5107977981738965
273,happy pain,0.43243243243243246,0.5107977981738965
274,happy person,2.3125000000000004,0.12833749054331364
275,happy quality,0.43243243243243246,0.5107977981738965
276,happy report,0.43243243243243246,0.5107977981738965
277,happy report positive,0.43243243243243246,0.5107977981738965
278,happy results,0.43243243243243246,0.5107977981738965
279,health healthy,0.43243243243243246,0.5107977981738965
280,health healthy range,0.43243243243243246,0.5107977981738965
281,healthy body,2.3125000000000004,0.12833749054331364
282,healthy day,0.43243243243243246,0.5107977981738965
283,healthy day beautiful,0.43243243243243246,0.5107977981738965
284,healthy diet,2.3125000000000004,0.12833749054331364
285,healthy exercise,2.3125000000000004,0.12833749054331364
286,healthy one,0.43243243243243246,0.5107977981738965
287,healthy range,0.43243243243243246,0.5107977981738965
288,healthy range happy,0.43243243243243246,0.5107977981738965
289,healthy way,0.43243243243243246,0.5107977981738965
290,healthy weight,2.3125000000000004,0.12833749054331364
291,healthy weight positive,2.3125000000000004,0.12833749054331364
292,hopeful medication,2.3125000000000004,0.12833749054331364
293,hormones different,0.43243243243243246,0.5107977981738965
294,hormones different reactions,0.43243243243243246,0.5107977981738965
295,hypertension better,0.43243243243243246,0.5107977981738965
296,hypertension better choices,0.43243243243243246,0.5107977981738965
297,idea good,0.43243243243243246,0.5107977981738965
298,idea good stomach,0.43243243243243246,0.5107977981738965
299,idea possible,0.43243243243243246,0.5107977981738965
300,idea possible info,0.43243243243243246,0.5107977981738965
301,important factors,0.43243243243243246,0.5107977981738965
302,important info,2.3125000000000004,0.12833749054331364
303,important info easier,2.3125000000000004,0.12833749054331364
304,info easier,2.3125000000000004,0.12833749054331364
305,info easier patch,2.3125000000000004,0.12833749054331364
306,info good,0.43243243243243246,0.5107977981738965
307,info good luck,0.43243243243243246,0.5107977981738965
308,interests positive,0.43243243243243246,0.5107977981738965
309,interests positive enforcement,0.43243243243243246,0.5107977981738965
310,levels best,0.43243243243243246,0.5107977981738965
311,levels best testosterone,0.43243243243243246,0.5107977981738965
312,life better,0.43243243243243246,0.5107977981738965
313,life better treatments,0.43243243243243246,0.5107977981738965
314,likely teen,0.43243243243243246,0.5107977981738965
315,loss apparent,2.3125000000000004,0.12833749054331364
316,loss apparent reason,2.3125000000000004,0.12833749054331364
317,lovely situation,0.43243243243243246,0.5107977981738965
318,lucky don,2.3125000000000004,0.12833749054331364
319,lucky don 039,2.3125000000000004,0.12833749054331364
320,major affect,2.3125000000000004,0.12833749054331364
321,major anxiety,0.43243243243243246,0.5107977981738965
322,major attack,0.43243243243243246,0.5107977981738965
323,major changes,2.3125000000000004,0.12833749054331364
324,major depression,0.43243243243243246,0.5107977981738965
325,major effects,0.43243243243243246,0.5107977981738965
326,major episode,0.8648648648648649,0.3523808651090832
327,major gain,0.43243243243243246,0.5107977981738965
328,major headaches,2.3125000000000004,0.12833749054331364
329,major loss,2.3125000000000004,0.12833749054331364
330,major loss apparent,2.3125000000000004,0.12833749054331364
331,major markers,0.43243243243243246,0.5107977981738965
332,major mood,0.43243243243243246,0.5107977981738965
333,major nothing,0.37246621621621623,0.5416630284574513
334,major pain,0.43243243243243246,0.5107977981738965
335,major struggles,2.3125000000000004,0.12833749054331364
336,major surgeries,0.43243243243243246,0.5107977981738965
337,major surgeries good,0.43243243243243246,0.5107977981738965
338,major surgery,0.43243243243243246,0.5107977981738965
339,major vertigo,0.43243243243243246,0.5107977981738965
340,major work,2.3125000000000004,0.12833749054331364
341,manageable sensitivity,0.43243243243243246,0.5107977981738965
342,meals similar,0.43243243243243246,0.5107977981738965
343,meals similar problem,0.43243243243243246,0.5107977981738965
344,medication different,0.43243243243243246,0.5107977981738965
345,medication different alternatives,0.43243243243243246,0.5107977981738965
346,medications best,0.43243243243243246,0.5107977981738965
347,medications best combo,0.43243243243243246,0.5107977981738965
348,medications different,2.3125000000000004,0.12833749054331364
349,medications different medications,2.3125000000000004,0.12833749054331364
350,month better,0.43243243243243246,0.5107977981738965
351,month better child,0.43243243243243246,0.5107977981738965
352,months optimistic,0.43243243243243246,0.5107977981738965
353,months optimistic time,0.43243243243243246,0.5107977981738965
354,mood happier,0.43243243243243246,0.5107977981738965
355,mood happier mind,0.43243243243243246,0.5107977981738965
356,mysterious disorder,0.43243243243243246,0.5107977981738965
357,nausea good,0.43243243243243246,0.5107977981738965
358,nausea good anxiety,0.43243243243243246,0.5107977981738965
359,nice public,0.43243243243243246,0.5107977981738965
360,nice relocate,0.43243243243243246,0.5107977981738965
361,nice relocate major,0.43243243243243246,0.5107977981738965
362,nice weekends,0.43243243243243246,0.5107977981738965
363,noticeable blemishes,0.43243243243243246,0.5107977981738965
364,noticeable blemishes clean,0.43243243243243246,0.5107977981738965
365,noticeable effects,4.625000000000001,0.03150926130367255
366,odd effect,0.43243243243243246,0.5107977981738965
367,odd pimple,0.43243243243243246,0.5107977981738965
368,one healthy,0.43243243243243246,0.5107977981738965
369,one healthy one,0.43243243243243246,0.5107977981738965
370,optimistic time,0.43243243243243246,0.5107977981738965
371,option lucky,2.3125000000000004,0.12833749054331364
372,option lucky don,2.3125000000000004,0.12833749054331364
373,pain good,0.43243243243243246,0.5107977981738965
374,pain good cramping,0.43243243243243246,0.5107977981738965
375,peoples different,0.43243243243243246,0.5107977981738965
376,peoples different something,0.43243243243243246,0.5107977981738965
377,perfect reflux,0.43243243243243246,0.5107977981738965
378,person best,0.43243243243243246,0.5107977981738965
379,person best thing,0.43243243243243246,0.5107977981738965
380,personality selective,0.43243243243243246,0.5107977981738965
381,personality selective ways,0.43243243243243246,0.5107977981738965
382,pill different,0.43243243243243246,0.5107977981738965
383,pill different woman,0.43243243243243246,0.5107977981738965
384,plain sailing,0.43243243243243246,0.5107977981738965
385,positive effect,0.8648648648648649,0.3523808651090832
386,positive effect different,0.43243243243243246,0.5107977981738965
387,positive effects,0.22837837837837843,0.6327288520090071
388,positive effects good,0.43243243243243246,0.5107977981738965
389,positive effects plain,0.43243243243243246,0.5107977981738965
390,positive enforcement,0.43243243243243246,0.5107977981738965
391,positive experiences,2.3125000000000004,0.12833749054331364
392,positive frame,0.43243243243243246,0.5107977981738965
393,positive products,0.43243243243243246,0.5107977981738965
394,positive review,0.43243243243243246,0.5107977981738965
395,positive review manageable,0.43243243243243246,0.5107977981738965
396,positive reviews,0.43243243243243246,0.5107977981738965
397,positive side,0.8648648648648649,0.3523808651090832
398,positive side easy,0.43243243243243246,0.5107977981738965
399,positive site,2.3125000000000004,0.12833749054331364
400,positive symptoms,0.43243243243243246,0.5107977981738965
401,positive symptoms true,0.43243243243243246,0.5107977981738965
402,positive thing,2.3125000000000004,0.12833749054331364
403,positive thing major,2.3125000000000004,0.12833749054331364
404,positive trend,2.3125000000000004,0.12833749054331364
405,positive turnaround,0.43243243243243246,0.5107977981738965
406,positive turnaround dramatic,0.43243243243243246,0.5107977981738965
407,possible add,0.43243243243243246,0.5107977981738965
408,possible add different,0.43243243243243246,0.5107977981738965
409,possible cost,0.43243243243243246,0.5107977981738965
410,possible death,0.43243243243243246,0.5107977981738965
411,possible effect,2.3125000000000004,0.12833749054331364
412,possible effects,0.43243243243243246,0.5107977981738965
413,possible info,0.43243243243243246,0.5107977981738965
414,possible info good,0.43243243243243246,0.5107977981738965
415,possible nausea,0.43243243243243246,0.5107977981738965
416,possible nausea good,0.43243243243243246,0.5107977981738965
417,possible something,0.43243243243243246,0.5107977981738965
418,possible time,2.3125000000000004,0.12833749054331364
419,possible work,0.43243243243243246,0.5107977981738965
420,potty time,0.43243243243243246,0.5107977981738965
421,potty time best,0.43243243243243246,0.5107977981738965
422,pregnancy different,2.3125000000000004,0.12833749054331364
423,pregnancy different everybody,2.3125000000000004,0.12833749054331364
424,prep good,0.43243243243243246,0.5107977981738965
425,prep good luck,0.43243243243243246,0.5107977981738965
426,prepared relief,2.3125000000000004,0.12833749054331364
427,prescriptions best,0.43243243243243246,0.5107977981738965
428,prescriptions best body,0.43243243243243246,0.5107977981738965
429,primary failure,0.43243243243243246,0.5107977981738965
430,promising relief,0.43243243243243246,0.5107977981738965
431,proper meals,0.43243243243243246,0.5107977981738965
432,proper meals similar,0.43243243243243246,0.5107977981738965
433,pros different,2.3125000000000004,0.12833749054331364
434,pros different body,2.3125000000000004,0.12833749054331364
435,quality life,0.43243243243243246,0.5107977981738965
436,quality life better,0.43243243243243246,0.5107977981738965
437,quot major,2.3125000000000004,0.12833749054331364
438,quot major struggles,2.3125000000000004,0.12833749054331364
439,range happy,0.43243243243243246,0.5107977981738965
440,range happy report,0.43243243243243246,0.5107977981738965
441,reactions different,0.43243243243243246,0.5107977981738965
442,reactions different brand,0.43243243243243246,0.5107977981738965
443,reason major,2.3125000000000004,0.12833749054331364
444,reason major affect,2.3125000000000004,0.12833749054331364
445,reasonable time,2.3125000000000004,0.12833749054331364
446,reasonable time clear,2.3125000000000004,0.12833749054331364
447,relocate major,0.43243243243243246,0.5107977981738965
448,relocate major pain,0.43243243243243246,0.5107977981738965
449,report positive,0.43243243243243246,0.5107977981738965
450,report positive effect,0.43243243243243246,0.5107977981738965
451,results best,0.43243243243243246,0.5107977981738965
452,results best years,0.43243243243243246,0.5107977981738965
453,review manageable,0.43243243243243246,0.5107977981738965
454,review manageable sensitivity,0.43243243243243246,0.5107977981738965
455,reviews clear,0.43243243243243246,0.5107977981738965
456,reviews clear color,0.43243243243243246,0.5107977981738965
457,route quot,2.3125000000000004,0.12833749054331364
458,route quot major,2.3125000000000004,0.12833749054331364
459,selective ways,0.43243243243243246,0.5107977981738965
460,selective ways positive,0.43243243243243246,0.5107977981738965
461,shaky hrs,0.43243243243243246,0.5107977981738965
462,side easy,0.43243243243243246,0.5107977981738965
463,side easy use,0.43243243243243246,0.5107977981738965
464,similar effects,0.43243243243243246,0.5107977981738965
465,similar experience,0.43243243243243246,0.5107977981738965
466,similar feeling,0.43243243243243246,0.5107977981738965
467,similar feeling lovely,0.43243243243243246,0.5107977981738965
468,similar problem,0.43243243243243246,0.5107977981738965
469,smart thing,2.3125000000000004,0.12833749054331364
470,solid nothing,0.43243243243243246,0.5107977981738965
471,something best,0.43243243243243246,0.5107977981738965
472,something best bet,0.43243243243243246,0.5107977981738965
473,something strong,0.43243243243243246,0.5107977981738965
474,something strong use,0.43243243243243246,0.5107977981738965
475,strict diet,2.3125000000000004,0.12833749054331364
476,strong drink,0.43243243243243246,0.5107977981738965
477,strong drugs,0.43243243243243246,0.5107977981738965
478,strong drugs different,0.43243243243243246,0.5107977981738965
479,strong pain,0.43243243243243246,0.5107977981738965
480,strong pain good,0.43243243243243246,0.5107977981738965
481,strong use,0.43243243243243246,0.5107977981738965
482,strong use clear,0.43243243243243246,0.5107977981738965
483,stronger anything,0.43243243243243246,0.5107977981738965
484,stronger anything willing,0.43243243243243246,0.5107977981738965
485,stronger medication,0.43243243243243246,0.5107977981738965
486,stronger pill,0.43243243243243246,0.5107977981738965
487,subtle gain,2.3125000000000004,0.12833749054331364
488,subtle gain healthy,2.3125000000000004,0.12833749054331364
489,super horny,0.43243243243243246,0.5107977981738965
490,surgeries good,0.43243243243243246,0.5107977981738965
491,surgeries good money,0.43243243243243246,0.5107977981738965
492,symptoms true,0.43243243243243246,0.5107977981738965
493,symptoms true personality,0.43243243243243246,0.5107977981738965
494,system absolute,2.3125000000000004,0.12833749054331364
495,system absolute monster,2.3125000000000004,0.12833749054331364
496,tablet frank,2.3125000000000004,0.12833749054331364
497,tablet frank doctor,2.3125000000000004,0.12833749054331364
498,tender make,0.43243243243243246,0.5107977981738965
499,tested guy,0.43243243243243246,0.5107977981738965
500,tested guy amazing,0.43243243243243246,0.5107977981738965
501,tested years,0.43243243243243246,0.5107977981738965
502,thing good,0.43243243243243246,0.5107977981738965
503,thing good luck,0.43243243243243246,0.5107977981738965
504,thing major,2.3125000000000004,0.12833749054331364
505,thing major headaches,2.3125000000000004,0.12833749054331364
506,thing positive,0.37246621621621623,0.5416630284574513
507,thing positive effects,2.3125000000000004,0.12833749054331364
508,thing positive products,0.43243243243243246,0.5107977981738965
509,thing willing,0.43243243243243246,0.5107977981738965
510,thing willing anyone,0.43243243243243246,0.5107977981738965
511,things good,0.37246621621621623,0.5416630284574513
512,things good diet,2.3125000000000004,0.12833749054331364
513,things good results,0.43243243243243246,0.5107977981738965
514,time best,0.43243243243243246,0.5107977981738965
515,time best prep,0.43243243243243246,0.5107977981738965
516,time clear,2.3125000000000004,0.12833749054331364
517,time clear system,2.3125000000000004,0.12833749054331364
518,true personality,0.43243243243243246,0.5107977981738965
519,true personality selective,0.43243243243243246,0.5107977981738965
520,true sufferer,0.43243243243243246,0.5107977981738965
521,turnaround dramatic,0.43243243243243246,0.5107977981738965
522,turnaround dramatic turnaround,0.43243243243243246,0.5107977981738965
523,use clear,0.43243243243243246,0.5107977981738965
524,use clear cream,0.43243243243243246,0.5107977981738965
525,vivid dream,2.3125000000000004,0.12833749054331364
526,vivid dream major,2.3125000000000004,0.12833749054331364
527,vivid dreams,2.3125000000000004,0.12833749054331364
528,vivid dreams major,2.3125000000000004,0.12833749054331364
529,vivid lifelike,2.3125000000000004,0.12833749054331364
530,warm water,0.43243243243243246,0.5107977981738965
531,ways positive,0.43243243243243246,0.5107977981738965
532,ways positive turnaround,0.43243243243243246,0.5107977981738965
533,weight positive,2.3125000000000004,0.12833749054331364
534,weight positive trend,2.3125000000000004,0.12833749054331364
535,well levels,0.43243243243243246,0.5107977981738965
536,well levels best,0.43243243243243246,0.5107977981738965
537,willing anyone,0.43243243243243246,0.5107977981738965
538,willing effects,0.43243243243243246,0.5107977981738965
539,willing help,0.43243243243243246,0.5107977981738965
540,willing pay,2.3125000000000004,0.12833749054331364
541,wise complaints,0.43243243243243246,0.5107977981738965
542,wise complaints better,0.43243243243243246,0.5107977981738965
543,wise depression,2.3125000000000004,0.12833749054331364
544,years good,0.43243243243243246,0.5107977981738965
545,years good sex,0.43243243243243246,0.5107977981738965
